BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,1,3,19,3,4,4,5.4,1,5808
1,2019,1,3,20,0,4,4,5.4,1,5800
1,2019,1,3,20,1,4,4,5.4,1,5808
1,2019,1,3,20,2,4,4,5.4,1,5808
1,2019,1,3,20,3,4,4,5.4,1,5796
1,2019,1,3,21,0,4,4,5.4,1,5784
1,2019,1,3,21,1,4,4,5.4,1,5796
1,2019,1,3,21,2,4,4,5.4,1,5796
1,2019,1,3,21,3,4,4,5.4,1,5808
1,2019,1,3,22,0,4,4,5.4,1,5796
1,2019,1,3,22,1,4,4,5.4,1,5808
1,2019,1,3,22,2,4,4,5.4,1,5808
1,2019,1,3,22,3,4,4,5.4,1,5808
1,2019,1,3,23,0,4,4,5.4,1,4448
1,2019,1,3,23,1,4,4,5.4,1,4464
1,2019,1,3,23,2,4,4,5.4,1,4452
1,2019,1,3,23,3,4,4,5.4,1,4452
1,2019,1,4,0,0,4,4,5.4,1,4440
1,2019,1,4,0,1,5,4,6.4,1,4440
1,2019,1,4,0,2,5,4,6.4,1,4440
1,2019,1,4,0,3,5,4,6.4,1,2688
1,2019,1,4,1,0,5,4,6.4,1,2676
1,2019,1,4,1,1,5,4,6.4,1,2664
1,2019,1,4,1,2,5,4,6.4,1,2676
1,2019,1,4,1,3,5,4,6.4,1,2680
1,2019,1,4,2,0,5,4,6.4,1,2664
1,2019,1,4,2,1,5,4,6.4,1,2688
1,2019,1,4,2,2,5,4,6.4,1,2676
1,2019,1,4,2,3,5,4,6.4,1,2660
1,2019,1,4,3,0,5,4,6.4,1,2688
1,2019,1,4,3,1,5,4,6.4,1,2688
1,2019,1,4,3,2,5,4,6.4,1,2680
1,2019,1,4,3,3,5,4,6.4,1,2676
1,2019,1,4,4,0,5,4,6.4,1,3144
1,2019,1,4,4,1,5,4,6.4,1,3108
1,2019,1,4,4,2,5,4,6.4,1,2280
1,2019,1,4,4,3,5,4,6.4,1,2252
1,2019,1,4,5,0,5,4,6.4,1,2232
1,2019,1,4,5,1,5,4,6.4,1,2248
1,2019,1,4,5,2,5,4,6.4,1,2244
1,2019,1,4,5,3,5,4,6.4,1,2240
1,2019,1,4,6,0,5,4,6.4,1,2244
1,2019,1,4,6,1,5,4,6.4,1,1780
1,2019,1,4,6,2,5,4,6.4,1,1816
1,2019,1,4,6,3,5,4,6.4,1,1800
1,2019,1,4,7,0,5,4,6.4,1,1800
1,2019,1,4,7,1,5,4,6.4,1,1812
1,2019,1,4,7,2,5,4,6.4,1,1812
1,2019,1,4,7,3,5,4,6.4,1,1828
1,2019,1,4,8,0,5,4,6.4,1,1796
1,2019,1,4,8,1,5,4,6.4,1,1780
1,2019,1,4,8,2,5,4,6.4,1,1800
1,2019,1,4,8,3,5,4,6.4,1,1800
1,2019,1,4,9,0,5,4,6.4,1,1784
1,2019,1,4,9,1,5,4,6.4,1,1804
1,2019,1,4,9,2,5,4,6.4,1,2676
1,2019,1,4,9,3,5,4,6.4,1,2664
1,2019,1,4,10,0,5,4,6.4,1,2656
1,2019,1,4,10,1,5,4,6.4,2,4008
1,2019,1,4,10,2,5,4,6.4,2,3980
1,2019,1,4,10,3,5,4,6.4,2,4004
1,2019,1,4,11,0,5,4,6.4,2,4012
1,2019,1,4,11,1,5,4,6.4,2,5820
1,2019,1,4,11,2,5,4,6.4,2,5780
1,2019,1,4,11,3,5,4,6.4,2,5796
1,2019,1,4,12,0,5,4,6.4,2,5772
1,2019,1,4,12,1,5,4,6.4,3,5808
1,2019,1,4,12,2,5,4,6.4,3,5784
1,2019,1,4,12,3,5,4,6.4,3,5772
1,2019,1,4,13,0,5,4,6.4,3,5784
1,2019,1,4,13,1,5,4,6.4,3,5796
1,2019,1,4,13,2,5,4,6.4,3,5796
1,2019,1,4,13,3,5,4,6.4,3,5760
1,2019,1,4,14,0,5,4,6.4,3,5796
1,2019,1,4,14,1,5,4,6.4,2,5784
1,2019,1,4,14,2,5,4,6.4,2,5784
1,2019,1,4,14,3,5,4,6.4,2,5796
1,2019,1,4,15,0,5,4,6.4,2,5772
1,2019,1,4,15,1,5,4,6.4,2,6372
1,2019,1,4,15,2,5,4,6.4,2,6388
1,2019,1,4,15,3,5,4,6.4,2,6384
1,2019,1,4,16,0,5,4,6.4,2,6396
1,2019,1,4,16,1,5,4,6.4,2,6384
1,2019,1,4,16,2,5,4,6.4,2,6372
1,2019,1,4,16,3,5,4,6.4,2,5800
1,2019,1,4,17,0,5,4,6.4,2,5784
1,2019,1,4,17,1,5,4,6.4,3,5796
1,2019,1,4,17,2,5,4,6.4,3,5788
1,2019,1,4,17,3,5,4,6.4,3,5784
1,2019,1,4,18,0,5,4,6.4,3,5784
1,2019,1,4,18,1,5,4,6.4,1,5808
1,2019,1,4,18,2,5,4,6.4,1,5796
1,2019,1,4,18,3,5,4,6.4,1,5796
1,2019,1,4,19,0,5,4,6.4,1,5772
1,2019,1,4,19,1,5,4,6.4,1,5776
1,2019,1,4,19,2,5,4,6.4,1,5784
1,2019,1,4,19,3,5,4,6.4,1,5816
1,2019,1,4,20,0,5,4,6.4,1,5808
1,2019,1,4,20,1,5,4,6.4,1,5776
1,2019,1,4,20,2,5,4,6.4,1,5800
1,2019,1,4,20,3,5,4,6.4,1,5800
1,2019,1,4,21,0,5,4,6.4,1,5784
1,2019,1,4,21,1,5,4,6.4,1,5796
1,2019,1,4,21,2,5,4,6.4,1,5796
1,2019,1,4,21,3,5,4,6.4,1,5820
1,2019,1,4,22,0,5,4,6.4,1,5800
1,2019,1,4,22,1,5,4,6.4,2,5808
1,2019,1,4,22,2,5,4,6.4,2,5784
1,2019,1,4,22,3,5,4,6.4,2,5820
1,2019,1,4,23,0,5,4,6.4,2,5784
1,2019,1,4,23,1,5,4,6.4,2,5796
