BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,6,23,2,1,7,5,26.1,1,9316
1,2019,6,23,2,2,7,5,26.1,1,8388
1,2019,6,23,2,3,7,5,26.1,1,5292
1,2019,6,23,3,0,7,5,26.1,1,4756
1,2019,6,23,3,1,7,5,26.1,1,17792
1,2019,6,23,3,2,7,5,26.1,1,13464
1,2019,6,23,3,3,7,5,26.1,1,5624
1,2019,6,23,4,0,7,5,26.1,1,6256
1,2019,6,23,4,1,7,5,26.1,2,4972
1,2019,6,23,4,2,7,5,26.1,2,5164
1,2019,6,23,4,3,7,5,26.1,2,4752
1,2019,6,23,5,0,7,5,26.1,2,8104
1,2019,6,23,5,1,7,5,26.1,2,5188
1,2019,6,23,5,2,7,5,26.1,2,7452
1,2019,6,23,5,3,7,5,26.1,2,5048
1,2019,6,23,6,0,7,5,26.1,2,9436
1,2019,6,23,6,1,7,5,26.1,1,6864
1,2019,6,23,6,2,7,5,26.1,1,13072
1,2019,6,23,6,3,7,5,26.1,1,6688
1,2019,6,23,7,0,7,5,26.1,1,14244
1,2019,6,23,7,1,7,5,26.1,1,9220
1,2019,6,23,7,2,7,5,26.1,1,11284
1,2019,6,23,7,3,7,5,26.1,1,11376
1,2019,6,23,8,0,7,5,26.1,1,11196
1,2019,6,23,8,1,7,5,26.1,1,5784
1,2019,6,23,8,2,7,5,26.1,1,5736
1,2019,6,23,8,3,7,5,26.1,1,5192
1,2019,6,23,9,0,7,5,26.1,1,22684
1,2019,6,23,9,1,7,5,26.1,2,6412
1,2019,6,23,9,2,7,5,26.1,2,9904
1,2019,6,23,9,3,7,5,26.1,2,9304
1,2019,6,23,10,0,7,5,26.1,2,8496
1,2019,6,23,10,1,7,5,26.1,2,11676
1,2019,6,23,10,2,7,5,26.1,2,13736
1,2019,6,23,10,3,7,5,26.1,2,9888
1,2019,6,23,11,0,7,5,26.1,2,6648
1,2019,6,23,11,1,7,5,26.1,3,6136
1,2019,6,23,11,2,7,5,26.1,3,23628
1,2019,6,23,11,3,7,5,26.1,3,7356
